run_accession;study_accession;study_title;experiment_accession;experiment_title;experiment_desc;organism_taxid;organism_name;library_name;library_strategy;library_source;library_selection;library_layout;sample_accession;sample_title;biosample;bioproject;instrument;instrument_model;instrument_model_desc;total_spots;total_size;run_total_spots;run_total_bases;run_alias;public_filename;public_size;public_date;public_md5;public_version;public_semantic_name;public_supertype;public_sratoolkit;aws_url;aws_free_egress;aws_access_type;public_url;ncbi_url;ncbi_free_egress;ncbi_access_type;gcp_url;gcp_free_egress;gcp_access_type;experiment_alias;ena first public;insdc center name;insdc status;submitter id;collection date;common name;Continent location;geographic location (country and/or sea);sample name;scientific_name;ena_fastq_http;ena_fastq_http_1;ena_fastq_http_2;ena_fastq_ftp;ena_fastq_ftp_1;ena_fastq_ftp_2;ecotype;dev_stage;sex;tissue;biomaterial_provider;death_date;biosamplemodel;strain;isolate;breed;cultivar;age;geo_loc_name
ERR16661363;ERP161503;Scandinavian brown bear whole genomes;ERX16051831;Illumina NovaSeq 6000 paired end sequencing;Illumina NovaSeq 6000 paired end sequencing;9644;Ursus arctos;NA;WGS;GENOMIC;RANDOM;PAIRED;ERS28818197;;SAMEA121272832;PRJEB77023;Illumina NovaSeq 6000;Illumina NovaSeq 6000;ILLUMINA;25573226;1673800531;25573226;5165791652;ena-RUN-TAB-09-02-2026-07:55:32:767-10525;ERR16661363.lite;1339675681;14/02/2026 00:31;9a2f29b674f6a08f3d01f716545304e9;1;SRA Lite;Primary ETL;1;s3://sra-pub-zq-6/ERR16661363/ERR16661363.lite.1;s3.us-east-1;aws identity;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661363/ERR16661363.lite.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661363/ERR16661363.lite.1;worldwide;anonymous;gs://sra-pub-zq-108/ERR16661363/ERR16661363.lite.1;gs.us-east1;gcp identity;;10/02/2026;isabelle feinauer;public;GX0010;1940;brown bear;Europe;Sweden;GX0010;Ursus arctos;;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/063/ERR16661363/ERR16661363_1.fastq.gz;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/063/ERR16661363/ERR16661363_2.fastq.gz;;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/063/ERR16661363/ERR16661363_1.fastq.gz;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/063/ERR16661363/ERR16661363_2.fastq.gz;;;;;;;;;;;;;
ERR16661364;ERP161503;Scandinavian brown bear whole genomes;ERX16051832;Illumina NovaSeq 6000 paired end sequencing;Illumina NovaSeq 6000 paired end sequencing;9644;Ursus arctos;NA;WGS;GENOMIC;RANDOM;PAIRED;ERS28818197;;SAMEA121272832;PRJEB77023;Illumina NovaSeq 6000;Illumina NovaSeq 6000;ILLUMINA;25806175;1680442265;25806175;5212847350;ena-RUN-TAB-09-02-2026-07:55:32:767-10527;ERR16661364.lite;1351841094;15/02/2026 10:42;91ee60e42b417dc2a0a79d5d5747e451;1;SRA Lite;Primary ETL;1;s3://sra-pub-zq-9/ERR16661364/ERR16661364.lite.1;s3.us-east-1;aws identity;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661364/ERR16661364.lite.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661364/ERR16661364.lite.1;worldwide;anonymous;gs://sra-pub-zq-105/ERR16661364/ERR16661364.lite.1;gs.us-east1;gcp identity;;10/02/2026;isabelle feinauer;public;GX0010;1940;brown bear;Europe;Sweden;GX0010;Ursus arctos;;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/064/ERR16661364/ERR16661364_1.fastq.gz;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/064/ERR16661364/ERR16661364_2.fastq.gz;;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/064/ERR16661364/ERR16661364_1.fastq.gz;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/064/ERR16661364/ERR16661364_2.fastq.gz;;;;;;;;;;;;;
ERR16661365;ERP161503;Scandinavian brown bear whole genomes;ERX16051833;Illumina NovaSeq 6000 paired end sequencing;Illumina NovaSeq 6000 paired end sequencing;9644;Ursus arctos;NA;WGS;GENOMIC;RANDOM;PAIRED;ERS28818197;;SAMEA121272832;PRJEB77023;Illumina NovaSeq 6000;Illumina NovaSeq 6000;ILLUMINA;25522053;1666464237;25522053;5155454706;ena-RUN-TAB-09-02-2026-07:55:32:768-10529;ERR16661365.lite;1337012343;15/02/2026 10:42;6046f01195a172a79250b9c2ea059d31;1;SRA Lite;Primary ETL;1;s3://sra-pub-zq-9/ERR16661365/ERR16661365.lite.1;s3.us-east-1;aws identity;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661365/ERR16661365.lite.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661365/ERR16661365.lite.1;worldwide;anonymous;gs://sra-pub-zq-105/ERR16661365/ERR16661365.lite.1;gs.us-east1;gcp identity;;10/02/2026;isabelle feinauer;public;GX0010;1940;brown bear;Europe;Sweden;GX0010;Ursus arctos;;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/065/ERR16661365/ERR16661365_1.fastq.gz;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/065/ERR16661365/ERR16661365_2.fastq.gz;;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/065/ERR16661365/ERR16661365_1.fastq.gz;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/065/ERR16661365/ERR16661365_2.fastq.gz;;;;;;;;;;;;;
ERR16661366;ERP161503;Scandinavian brown bear whole genomes;ERX16051834;Illumina NovaSeq 6000 paired end sequencing;Illumina NovaSeq 6000 paired end sequencing;9644;Ursus arctos;NA;WGS;GENOMIC;RANDOM;PAIRED;ERS28818197;;SAMEA121272832;PRJEB77023;Illumina NovaSeq 6000;Illumina NovaSeq 6000;ILLUMINA;25829855;1679332346;25829855;5217630710;ena-RUN-TAB-09-02-2026-07:55:32:768-10531;ERR16661366.lite;1353108226;15/02/2026 10:40;bb2aedd58a652443e95f9ae2a23ea931;1;SRA Lite;Primary ETL;1;s3://sra-pub-zq-9/ERR16661366/ERR16661366.lite.1;s3.us-east-1;aws identity;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661366/ERR16661366.lite.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661366/ERR16661366.lite.1;worldwide;anonymous;gs://sra-pub-zq-105/ERR16661366/ERR16661366.lite.1;gs.us-east1;gcp identity;;10/02/2026;isabelle feinauer;public;GX0010;1940;brown bear;Europe;Sweden;GX0010;Ursus arctos;;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/066/ERR16661366/ERR16661366_1.fastq.gz;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/066/ERR16661366/ERR16661366_2.fastq.gz;;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/066/ERR16661366/ERR16661366_1.fastq.gz;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/066/ERR16661366/ERR16661366_2.fastq.gz;;;;;;;;;;;;;
ERR16661367;ERP161503;Scandinavian brown bear whole genomes;ERX16051835;Illumina NovaSeq 6000 paired end sequencing;Illumina NovaSeq 6000 paired end sequencing;9644;Ursus arctos;NA;WGS;GENOMIC;RANDOM;PAIRED;ERS28818198;;SAMEA121272833;PRJEB77023;Illumina NovaSeq 6000;Illumina NovaSeq 6000;ILLUMINA;8331545;883260844;8331545;2516126590;ena-RUN-TAB-09-02-2026-07:55:32:768-10533;ERR16661367.lite;647657959;14/02/2026 00:33;72b2fb5053beeb1ad8d171b0ca94c0be;1;SRA Lite;Primary ETL;1;s3://sra-pub-zq-6/ERR16661367/ERR16661367.lite.1;s3.us-east-1;aws identity;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661367/ERR16661367.lite.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661367/ERR16661367.lite.1;worldwide;anonymous;gs://sra-pub-zq-108/ERR16661367/ERR16661367.lite.1;gs.us-east1;gcp identity;;10/02/2026;isabelle feinauer;public;GX0019;1907-11-04;brown bear;Europe;Norway;GX0019;Ursus arctos;;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/067/ERR16661367/ERR16661367_1.fastq.gz;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/067/ERR16661367/ERR16661367_2.fastq.gz;;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/067/ERR16661367/ERR16661367_1.fastq.gz;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/067/ERR16661367/ERR16661367_2.fastq.gz;;;;;;;;;;;;;
ERR16661368;ERP161503;Scandinavian brown bear whole genomes;ERX16051836;Illumina NovaSeq 6000 paired end sequencing;Illumina NovaSeq 6000 paired end sequencing;9644;Ursus arctos;NA;WGS;GENOMIC;RANDOM;PAIRED;ERS28818198;;SAMEA121272833;PRJEB77023;Illumina NovaSeq 6000;Illumina NovaSeq 6000;ILLUMINA;13012495;838706929;13012495;2628523990;ena-RUN-TAB-09-02-2026-07:55:32:769-10535;ERR16661368.lite;684127957;14/02/2026 02:34;dfa449b024f235ef671bbe42e3b2c9a4;1;SRA Lite;Primary ETL;1;s3://sra-pub-zq-6/ERR16661368/ERR16661368.lite.1;s3.us-east-1;aws identity;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661368/ERR16661368.lite.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661368/ERR16661368.lite.1;worldwide;anonymous;gs://sra-pub-zq-102/ERR16661368/ERR16661368.lite.1;gs.us-east1;gcp identity;;10/02/2026;isabelle feinauer;public;GX0019;1907-11-04;brown bear;Europe;Norway;GX0019;Ursus arctos;;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/068/ERR16661368/ERR16661368_1.fastq.gz;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/068/ERR16661368/ERR16661368_2.fastq.gz;;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/068/ERR16661368/ERR16661368_1.fastq.gz;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/068/ERR16661368/ERR16661368_2.fastq.gz;;;;;;;;;;;;;
ERR16661369;ERP161503;Scandinavian brown bear whole genomes;ERX16051837;Illumina NovaSeq 6000 paired end sequencing;Illumina NovaSeq 6000 paired end sequencing;9644;Ursus arctos;NA;WGS;GENOMIC;RANDOM;PAIRED;ERS28818198;;SAMEA121272833;PRJEB77023;Illumina NovaSeq 6000;Illumina NovaSeq 6000;ILLUMINA;12994978;833636815;12994978;2624985556;ena-RUN-TAB-09-02-2026-07:55:32:769-10537;ERR16661369.lite;683245799;15/02/2026 10:40;bc63b2c4481b4f1fd5f6a857919a0d79;1;SRA Lite;Primary ETL;1;s3://sra-pub-zq-9/ERR16661369/ERR16661369.lite.1;s3.us-east-1;aws identity;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661369/ERR16661369.lite.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661369/ERR16661369.lite.1;worldwide;anonymous;gs://sra-pub-zq-105/ERR16661369/ERR16661369.lite.1;gs.us-east1;gcp identity;;10/02/2026;isabelle feinauer;public;GX0019;1907-11-04;brown bear;Europe;Norway;GX0019;Ursus arctos;;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/069/ERR16661369/ERR16661369_1.fastq.gz;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/069/ERR16661369/ERR16661369_2.fastq.gz;;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/069/ERR16661369/ERR16661369_1.fastq.gz;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/069/ERR16661369/ERR16661369_2.fastq.gz;;;;;;;;;;;;;
ERR16661370;ERP161503;Scandinavian brown bear whole genomes;ERX16051838;Illumina NovaSeq 6000 paired end sequencing;Illumina NovaSeq 6000 paired end sequencing;9644;Ursus arctos;NA;WGS;GENOMIC;RANDOM;PAIRED;ERS28818198;;SAMEA121272833;PRJEB77023;Illumina NovaSeq 6000;Illumina NovaSeq 6000;ILLUMINA;13015248;837494749;13015248;2629080096;ena-RUN-TAB-09-02-2026-07:55:32:769-10539;ERR16661370.lite;684315791;14/02/2026 08:45;31e86988bb64f6592dec615c62b58764;1;SRA Lite;Primary ETL;1;s3://sra-pub-zq-8/ERR16661370/ERR16661370.lite.1;s3.us-east-1;aws identity;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661370/ERR16661370.lite.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661370/ERR16661370.lite.1;worldwide;anonymous;gs://sra-pub-zq-102/ERR16661370/ERR16661370.lite.1;gs.us-east1;gcp identity;;10/02/2026;isabelle feinauer;public;GX0019;1907-11-04;brown bear;Europe;Norway;GX0019;Ursus arctos;;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/070/ERR16661370/ERR16661370_1.fastq.gz;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/070/ERR16661370/ERR16661370_2.fastq.gz;;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/070/ERR16661370/ERR16661370_1.fastq.gz;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/070/ERR16661370/ERR16661370_2.fastq.gz;;;;;;;;;;;;;
ERR16661371;ERP161503;Scandinavian brown bear whole genomes;ERX16051839;Illumina NovaSeq 6000 paired end sequencing;Illumina NovaSeq 6000 paired end sequencing;9644;Ursus arctos;NA;WGS;GENOMIC;RANDOM;PAIRED;ERS28818198;;SAMEA121272833;PRJEB77023;Illumina NovaSeq 6000;Illumina NovaSeq 6000;ILLUMINA;13074424;837389342;13074424;2641033648;ena-RUN-TAB-09-02-2026-07:55:32:770-10541;ERR16661371.lite;687481534;15/02/2026 10:42;335c0bb2e0f6e31756df4bc55fd26297;1;SRA Lite;Primary ETL;1;s3://sra-pub-zq-9/ERR16661371/ERR16661371.lite.1;s3.us-east-1;aws identity;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661371/ERR16661371.lite.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661371/ERR16661371.lite.1;worldwide;anonymous;gs://sra-pub-zq-105/ERR16661371/ERR16661371.lite.1;gs.us-east1;gcp identity;;10/02/2026;isabelle feinauer;public;GX0019;1907-11-04;brown bear;Europe;Norway;GX0019;Ursus arctos;;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/071/ERR16661371/ERR16661371_1.fastq.gz;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/071/ERR16661371/ERR16661371_2.fastq.gz;;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/071/ERR16661371/ERR16661371_1.fastq.gz;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/071/ERR16661371/ERR16661371_2.fastq.gz;;;;;;;;;;;;;
ERR16661372;ERP161503;Scandinavian brown bear whole genomes;ERX16051840;Illumina NovaSeq 6000 paired end sequencing;Illumina NovaSeq 6000 paired end sequencing;9644;Ursus arctos;NA;WGS;GENOMIC;RANDOM;PAIRED;ERS28818198;;SAMEA121272833;PRJEB77023;Illumina NovaSeq 6000;Illumina NovaSeq 6000;ILLUMINA;13830545;893478618;13830545;2793770090;ena-RUN-TAB-09-02-2026-07:55:32:770-10543;ERR16661372.lite;727008741;15/02/2026 10:42;475bead936c35c06b5451e417c79f2b3;1;SRA Lite;Primary ETL;1;s3://sra-pub-zq-9/ERR16661372/ERR16661372.lite.1;s3.us-east-1;aws identity;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661372/ERR16661372.lite.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661372/ERR16661372.lite.1;worldwide;anonymous;gs://sra-pub-zq-105/ERR16661372/ERR16661372.lite.1;gs.us-east1;gcp identity;;10/02/2026;isabelle feinauer;public;GX0019;1907-11-04;brown bear;Europe;Norway;GX0019;Ursus arctos;;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/072/ERR16661372/ERR16661372_1.fastq.gz;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/072/ERR16661372/ERR16661372_2.fastq.gz;;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/072/ERR16661372/ERR16661372_1.fastq.gz;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/072/ERR16661372/ERR16661372_2.fastq.gz;;;;;;;;;;;;;
ERR16661373;ERP161503;Scandinavian brown bear whole genomes;ERX16051841;Illumina NovaSeq 6000 paired end sequencing;Illumina NovaSeq 6000 paired end sequencing;9644;Ursus arctos;NA;WGS;GENOMIC;RANDOM;PAIRED;ERS28818198;;SAMEA121272833;PRJEB77023;Illumina NovaSeq 6000;Illumina NovaSeq 6000;ILLUMINA;13804036;887620074;13804036;2788415272;ena-RUN-TAB-09-02-2026-07:55:32:770-10545;ERR16661373.lite;725677004;14/02/2026 00:33;4710ecb0223171489dc9081dd4c2f720;1;SRA Lite;Primary ETL;1;s3://sra-pub-zq-6/ERR16661373/ERR16661373.lite.1;s3.us-east-1;aws identity;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661373/ERR16661373.lite.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661373/ERR16661373.lite.1;worldwide;anonymous;gs://sra-pub-zq-108/ERR16661373/ERR16661373.lite.1;gs.us-east1;gcp identity;;10/02/2026;isabelle feinauer;public;GX0019;1907-11-04;brown bear;Europe;Norway;GX0019;Ursus arctos;;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/073/ERR16661373/ERR16661373_1.fastq.gz;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/073/ERR16661373/ERR16661373_2.fastq.gz;;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/073/ERR16661373/ERR16661373_1.fastq.gz;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/073/ERR16661373/ERR16661373_2.fastq.gz;;;;;;;;;;;;;
ERR16661374;ERP161503;Scandinavian brown bear whole genomes;ERX16051842;Illumina NovaSeq 6000 paired end sequencing;Illumina NovaSeq 6000 paired end sequencing;9644;Ursus arctos;NA;WGS;GENOMIC;RANDOM;PAIRED;ERS28818198;;SAMEA121272833;PRJEB77023;Illumina NovaSeq 6000;Illumina NovaSeq 6000;ILLUMINA;13806171;890470722;13806171;2788846542;ena-RUN-TAB-09-02-2026-07:55:32:771-10547;ERR16661374.lite;725795804;14/02/2026 02:35;f1a6f08267708b649bad6f41585a7716;1;SRA Lite;Primary ETL;1;s3://sra-pub-zq-6/ERR16661374/ERR16661374.lite.1;s3.us-east-1;aws identity;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661374/ERR16661374.lite.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661374/ERR16661374.lite.1;worldwide;anonymous;gs://sra-pub-zq-102/ERR16661374/ERR16661374.lite.1;gs.us-east1;gcp identity;;10/02/2026;isabelle feinauer;public;GX0019;1907-11-04;brown bear;Europe;Norway;GX0019;Ursus arctos;;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/074/ERR16661374/ERR16661374_1.fastq.gz;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/074/ERR16661374/ERR16661374_2.fastq.gz;;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/074/ERR16661374/ERR16661374_1.fastq.gz;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/074/ERR16661374/ERR16661374_2.fastq.gz;;;;;;;;;;;;;
ERR16661375;ERP161503;Scandinavian brown bear whole genomes;ERX16051843;Illumina NovaSeq 6000 paired end sequencing;Illumina NovaSeq 6000 paired end sequencing;9644;Ursus arctos;NA;WGS;GENOMIC;RANDOM;PAIRED;ERS28818198;;SAMEA121272833;PRJEB77023;Illumina NovaSeq 6000;Illumina NovaSeq 6000;ILLUMINA;13845685;888899618;13845685;2796828370;ena-RUN-TAB-09-02-2026-07:55:32:771-10549;ERR16661375.lite;727928464;14/02/2026 02:34;e7c37be7f754d2921bf537d48d0ee7e5;1;SRA Lite;Primary ETL;1;s3://sra-pub-zq-6/ERR16661375/ERR16661375.lite.1;s3.us-east-1;aws identity;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661375/ERR16661375.lite.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661375/ERR16661375.lite.1;worldwide;anonymous;gs://sra-pub-zq-102/ERR16661375/ERR16661375.lite.1;gs.us-east1;gcp identity;;10/02/2026;isabelle feinauer;public;GX0019;1907-11-04;brown bear;Europe;Norway;GX0019;Ursus arctos;;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/075/ERR16661375/ERR16661375_1.fastq.gz;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/075/ERR16661375/ERR16661375_2.fastq.gz;;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/075/ERR16661375/ERR16661375_1.fastq.gz;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/075/ERR16661375/ERR16661375_2.fastq.gz;;;;;;;;;;;;;
ERR16661376;ERP161503;Scandinavian brown bear whole genomes;ERX16051844;Illumina NovaSeq 6000 paired end sequencing;Illumina NovaSeq 6000 paired end sequencing;9644;Ursus arctos;NA;WGS;GENOMIC;RANDOM;PAIRED;ERS28818198;;SAMEA121272833;PRJEB77023;Illumina NovaSeq 6000;Illumina NovaSeq 6000;ILLUMINA;13660032;884252930;13660032;2759326464;ena-RUN-TAB-09-02-2026-07:55:32:772-10551;ERR16661376.lite;718320532;15/02/2026 10:42;82e55e88a237dfa20bdc3d8932f5b132;1;SRA Lite;Primary ETL;1;s3://sra-pub-zq-9/ERR16661376/ERR16661376.lite.1;s3.us-east-1;aws identity;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661376/ERR16661376.lite.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661376/ERR16661376.lite.1;worldwide;anonymous;gs://sra-pub-zq-105/ERR16661376/ERR16661376.lite.1;gs.us-east1;gcp identity;;10/02/2026;isabelle feinauer;public;GX0019;1907-11-04;brown bear;Europe;Norway;GX0019;Ursus arctos;;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/076/ERR16661376/ERR16661376_1.fastq.gz;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/076/ERR16661376/ERR16661376_2.fastq.gz;;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/076/ERR16661376/ERR16661376_1.fastq.gz;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/076/ERR16661376/ERR16661376_2.fastq.gz;;;;;;;;;;;;;
ERR16661377;ERP161503;Scandinavian brown bear whole genomes;ERX16051845;Illumina NovaSeq 6000 paired end sequencing;Illumina NovaSeq 6000 paired end sequencing;9644;Ursus arctos;NA;WGS;GENOMIC;RANDOM;PAIRED;ERS28818198;;SAMEA121272833;PRJEB77023;Illumina NovaSeq 6000;Illumina NovaSeq 6000;ILLUMINA;13585065;875284703;13585065;2744183130;ena-RUN-TAB-09-02-2026-07:55:32:772-10553;ERR16661377.lite;714448368;14/02/2026 08:45;5784d441352003effcd93082d7ae8d2e;1;SRA Lite;Primary ETL;1;s3://sra-pub-zq-8/ERR16661377/ERR16661377.lite.1;s3.us-east-1;aws identity;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661377/ERR16661377.lite.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661377/ERR16661377.lite.1;worldwide;anonymous;gs://sra-pub-zq-102/ERR16661377/ERR16661377.lite.1;gs.us-east1;gcp identity;;10/02/2026;isabelle feinauer;public;GX0019;1907-11-04;brown bear;Europe;Norway;GX0019;Ursus arctos;;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/077/ERR16661377/ERR16661377_1.fastq.gz;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/077/ERR16661377/ERR16661377_2.fastq.gz;;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/077/ERR16661377/ERR16661377_1.fastq.gz;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/077/ERR16661377/ERR16661377_2.fastq.gz;;;;;;;;;;;;;
ERR16661378;ERP161503;Scandinavian brown bear whole genomes;ERX16051846;Illumina NovaSeq 6000 paired end sequencing;Illumina NovaSeq 6000 paired end sequencing;9644;Ursus arctos;NA;WGS;GENOMIC;RANDOM;PAIRED;ERS28818198;;SAMEA121272833;PRJEB77023;Illumina NovaSeq 6000;Illumina NovaSeq 6000;ILLUMINA;13595693;878682402;13595693;2746329986;ena-RUN-TAB-09-02-2026-07:55:32:772-10555;ERR16661378.lite;714971290;15/02/2026 10:42;2fd25bdb5b983a6b3b35b57b13c1e1f9;1;SRA Lite;Primary ETL;1;s3://sra-pub-zq-9/ERR16661378/ERR16661378.lite.1;s3.us-east-1;aws identity;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661378/ERR16661378.lite.1;https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos10/sra-pub-zq-1002/ERR016/16661/ERR16661378/ERR16661378.lite.1;worldwide;anonymous;gs://sra-pub-zq-105/ERR16661378/ERR16661378.lite.1;gs.us-east1;gcp identity;;10/02/2026;isabelle feinauer;public;GX0019;1907-11-04;brown bear;Europe;Norway;GX0019;Ursus arctos;;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/078/ERR16661378/ERR16661378_1.fastq.gz;http://ftp.sra.ebi.ac.uk/vol1/fastq/ERR166/078/ERR16661378/ERR16661378_2.fastq.gz;;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/078/ERR16661378/ERR16661378_1.fastq.gz;era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/ERR166/078/ERR16661378/ERR16661378_2.fastq.gz;;;;;;;;;;;;;
